en,id
do you want some pumpkin pie ?,apa kamu mau beberapa potong kue pai ?
do you want something to eat ?,apa kau ingin makan sesuatu ?
do you want to become famous ?,apakah kamu ingin menjadi terkenal ?
do you want to eat something ?,apa kau ingin makan sesuatu ?
do you want to give it a try ?,anda mau mencobanya ?
do your homework by yourself .,kerjakan pekerjaan rumahmu sendiri .
do your homework by yourself .,kerjakan pr-mu sendiri .
do not expect too much of him .,jangan terlalu berharap padanya .
do not expect too much of him .,jangan berharap terlalu banyak padanya .
do not forget to pay the rent .,jangan lupa untuk membayar biaya sewanya .
do not make a scene in public .,jangan buat keributan di depan umum .
do not make noise .  keep quiet .,jangan berisik .  harap tenang .
do not press the wrong button .,jangan tekan tombol yang salah .
do not underestimate my power .,jangan meremehkan kekuatanku .
do not work yourself too hard .,jangan terlalu memaksakan diri .
english is a global language .,bahasa inggris adalah bahasa global .
english is not hard to learn .,bahasa inggris tidak sulit untuk dipelajari .
everybody knows you are lying .,semua orang tahu kamu berbohong .
everybody speaks well of her .,semua orang memuji dirinya .
"excuse me ,  have you seen tom ?","permisi ,  apakah kamu melihat tom dimana ?"
"excuse me ,  is tom here today ?","permisi ,  apakah tom di sini hari ini ?"
"excuse me ,  where is the exit ?","permisi ,  di mana pintu keluarnya ?"
"fill it with regular ,  please .",tolong isi penuh dengan yang reguler .
"fortunately ,  no one was hurt .","untungnya ,  tidak ada yang terluka ."
have a look at the world map .,lihatlah peta dunia .
have you bought a watermelon ?,kamu sudah beli semangka ?
have you ever been to europe ?,apakah kamu pernah ke eropa ?
have you ever been to mexico ?,apakah anda pernah ke meksiko ?
have you ever been to mexico ?,apakah kamu pernah ke meksiko ?
have you ever been to mexico ?,apakah kalian pernah ke meksiko ?
have you ever been to mexico ?,pernah ke meksiko ?
have you ever read the bible ?,pernahkah anda membaca alkitab ?
he always tells vulgar jokes .,dia selalu melontarkan candaan vulgar .
he beat the dog with a stick .,dia memukul anjing itu dengan tongkat .
he does not have any children .,dia tidak punya anak .
he drove the truck to dallas .,ia membawa truknya ke dallas .
he has not talked to me since .,dia sudah tidak berbicara dengan saya lagi sejak itu .
he is a teacher and novelist .,dia adalah seorang guru dan novelis .
he is allergic to house dust .,dia alergi pada debu rumah .
he is anxious to go with you .,dia ingin sekali pergi denganmu .
he is eager to become famous .,dia ingin menjadi terkenal .
he is good at playing tennis .,dia pandai bermain tenis .
he is known as a rock singer .,dia dikenal sebagai seorang penyanyi rok .
he is trying to quit smoking .,dia sedang berusaha untuk berhenti merokok .
"he is ,  indeed ,  a hard worker .",dia memang seorang pekerja keras .
he plays the piano very well .,dia memainkan piano dengan sangat baik .
he promised he would tell us .,dia telah berjanji akan memberi tahu kita .
he urged us to obey the rule .,dia meminta kami untuk mematuhi peraturan .
he wishes to become a doctor .,dia ingin menjadi dokter .
he is collecting various data .,dia mengumpulkan berbagai data .
her sister lives in scotland .,adiknya tinggal di skotlandia .
her skin is as white as snow .,kulitnya seputih salju .
her skin is whiter than snow .,kulitnya lebih putih daripada salju .
his bag was stolen yesterday .,tasnya telah dicuri kemarin .
his data is often inaccurate .,datanya sering tidak akurat .
his new film is worth seeing .,film barunya layak ditonton .
how about eating out with me ?,mau pergi makan bersamaku ?
"how are you feeling now ,  tom ?","bagaimana perasaanmu sekarang ,  tom ?"
how does tom feel about that ?,apa yang tom rasakan tentang hal itu ?
how does tom know about that ?,bagaimana tom mengetahui hal itu ?
how does this disease spread ?,bagaimana penyakit ini menular ?
how long did you stay abroad ?,berapa lama kau tinggal di luar negeri ?
how many rackets do you have ?,berapa banyak raket yang kau miliki ?
how much do the carrots cost ?,berapa harga wortelnya ?
how was your summer vacation ?,bagaimana liburan musim panas anda ?
how will i know if i am wrong ?,bagaimana saya bisa tahu kalau saya salah ?
human trafficking is a crime .,perdagangan manusia adalah tindak pidana .
humans are dangerous animals .,manusia adalah hewan yang berbahaya .
i advise you to stop smoking .,saya sarankan anda untuk berhenti merokok .
i already think you are crazy .,aku sudah berpikir kalau kau gila .
i bought a round-trip ticket .,aku membeli tiket pulang pergi .
i bought two bottles of milk .,saya membeli susu dua botol .
i can speak english a little .,saya bisa berbicara bahasa inggris sedikit .
i can speak english a little .,saya kurang mahir berbicara dalam bahasa inggris .
i can type  words a minute .,saya dapat mengetik  kata dalam satu menit .
i cannot bear this any longer .,aku sudah tidak tahan dengan hal ini .
i cannot tell you what i know .,aku tidak bisa memberitahumu apa yang aku ketahui .
i caught five fish yesterday .,aku menangkap lima ekor ikan kemarin .
i could not eat anything else .,aku tidak bisa makan apa pun lagi .
i cut my finger with a knife .,saya menyayat jari saya menggunakan pisau .
i did it with my eyes closed .,saya melakukannya dengan mata tertutup .
i did not say this was heaven .,aku tidak berkata bahwa ini adalah surga .
i do it every sunday morning .,saya melakukannya setiap minggu pagi .
i do not know much about cars .,saya tidak tahu banyak tentang mobil .
i do not know what that means .,aku tidak tahu apa artinya itu .
i do not know where she lives .,saya tidak tahu di mana dia tinggal .
i do not know where they live .,aku tidak tahu di mana mereka tinggal .
i do not like eating tomatoes .,aku tidak suka makan tomat .
i do not like stubborn people .,saya tidak suka orang keras kepala .
i do not read newspapers much .,saya jarang baca koran .
i do not think he is truthful .,aku pikir dia tidak jujur .
i do not think he is truthful .,sepertinya dia tidak jujur .
i do not think you understand .,aku pikir kamu tidak mengerti .
i do not trust him any longer .,aku sudah tidak lagi mempercayai dia .
i do not trust him any longer .,aku sudah tidak percaya padanya .
i do not want to go to school .,aku tidak mau pergi ke sekolah .
i do not want to live forever .,aku tidak ingin hidup selamanya .
i do not want to pressure you .,aku tidak ingin menekanmu .
i do not wear glasses anymore .,aku sudah tidak memakai kacamata lagi .
i found a dollar on the road .,saya menemukan satu dolar di jalan .
i found him covered in blood .,aku mendapatinya berlumuran darah .
i generally have lunch there .,aku biasa makan siang di sana .
i had to do everything alone .,aku harus melakukan semuanya sendiri .
i have a dentist appointment .,aku ada janji dengan dokter gigi .
i have absolute trust in you .,aku percaya sepenuhnya padamu .
i have nothing to say to you .,tidak ada yang ingin kukatakan padamu .
i have read this book before .,aku pernah membaca buku ini sebelumnya .
i have seen that girl before .,aku pernah melihat gadis itu sebelumnya .
i have three million dollars .,aku punya tiga juta dolar .
i have three younger sisters .,aku memiliki tiga adik perempuan .
i have to go to the bathroom .,saya harus pergi ke kamar mandi .
i have not abandoned hope yet .,aku belum kehilangan harapan .
i have not seen him for years .,aku tidak pernah bertemu dengannya selama bertahun-tahun .
i hope nothing is been broken .,aku harap tidak ada yang dirusak .
i hope this is the right one .,aku harap ini yang benar .
i intend to be there by  .,saya berencana tiba di sana pada pukul  .
i just saw a guy get stabbed .,aku baru saja melihat seorang pria ditusuk .
i just want to see you smile .,aku hanya ingin melihatmu tersenyum .
i know it was you who did it .,aku tahu kalau kamu yang telah melakukannya .
i like coffee more than wine .,aku lebih suka kopi daripada anggur .
i like geography and history .,aku suka geografi dan sejarah .
i lived here for three years .,saya tinggal di sini selama tiga tahun .
i love geography and history .,saya suka geografi dan sejarah .
i need to go to the bathroom .,saya harus pergi ke kamar mandi .
i prefer to travel in my car .,saya lebih memilih berpergian dengan mobil .
i remember seeing that movie .,saya ingat dulu pernah nonton film itu
i saw you under the fig tree .,aku melihatmu di bawah pohon tin .
i seldom watch documentaries .,saya jarang menonton film dokumenter .
i should have told tom earlier .,seharusnya aku memberitahu tom lebih awal .
i think i am fluent in french .,aku rasa aku lancar berbahasa prancis .
i think i am in love with you .,kurasa aku jatuh cinta padamu .
i think tom will return soon .,kurasa tom akan segera kembali .
i think we would better help tom .,aku pikir kita perlu membantu tom .
i think we are being followed .,saya rasa kita sedang diikuti .
i thought that he would come .,aku pikir dia akan datang .
i thought you wanted to wait .,aku pikir kamu ingin menunggu .
i usually eat breakfast here .,saya biasanya makan sarapan di sini .
i want you to read this book .,saya ingin kamu baca buku ini .
i want you to read this book .,aku mau kamu membaca buku ini .
i was born in a refugee camp .,saya lahir di kamp pengungsi .
i wash my face every morning .,aku mencuci muka setiap pagi .
i will get up early tomorrow .,aku akan bangun lebih awal besok .
i wish i could speak english .,aku harap aku bisa berbahasa inggris .
i wish it would stop raining .,aku harap hujannya akan berhenti .
i wish you would told me earlier .,andai saja kau memberitahuku lebih awal .
i would like to hear your advice .,saya ingin mendengar nasihat anda .
i would like two kilos of apples .,saya ingin membeli dua kilo apel .
i will have to take my chances .,aku akan mencoba peruntunganku .
i will never forget tom is face .,aku tidak akan pernah melupakan wajah tom .
i will take whatever i can get .,aku akan mengambil apapun yang bisa ku ambil .
i am going to wait until  .,kutunggu sampai pukul  .
i am going to wait until  .,akan kutunggu sampai pukul  .
i am no longer afraid of dogs .,aku tidak lagi takut anjing .
i am not asking for your help .,aku tidak meminta bantuanmu .
i am only here because of you .,aku hanya ada di sini karena kamu .
i am pretty good at first aid .,saya cukup ahli dalam pertolong pertama .
i am sorry i disappointed you .,aku minta maaf sudah mengecewakanmu .
i am speaking with my student .,aku sedang berbicara dengan muridku .
i am sure you understand that .,aku yakin kau memahaminya .
i am tired of your complaints .,aku bosan dengan keluhanmu .
i am used to getting up early .,aku terbiasa bangun pagi .
i am very disappointed in tom .,aku sangat kecewa dengan tom .
i am writing a message to tom .,saya sedang menulis pesan kepada tom .
i am writing a song in french .,aku menulis sebuah lagu dalam bahasa prancis .
i have been wanting to see you .,aku selalu ingin bertemu denganmu .
i have just finished breakfast .,aku baru saja selesai sarapan .
i have just finished breakfast .,saya baru saja selesai makan pagi .
"in case it rains ,  i will not go .","jika turun hujan ,  maka aku tidak akan pergi ."
is the customer always right ?,apakah pelanggan selalu benar ?
is there a hotel around here ?,apakah ada hotel di sekitar sini ?
it all started on the island .,semua bermula dari pulau itu .
it kept raining all day long .,hujan terus turun hingga sehari penuh .
it looks like you were right .,kelihatannya kamu benar .
it seemed like a dream to me .,ini terasa seperti mimpi bagiku .
it was a full moon yesterday .,kemarin bulan purnama .
it was dark under the bridge .,di bawah jembatan gelap .
it was good working with you .,saya senang bisa bekerja dengan anda .
it was not interesting at all .,itu sama sekali tidak menarik .
it will probably rain tomorrow .,mungkin besok akan turun hujan .
it is tom who deserves credit .,tomlah yang pantas mendapatkan penghargaan .
